structure_max_elevation,footprint_max_elevation,structure_min_elevation,property_id,footprint_extrusion,footprint_min_elevation,structure_extrusion,roof_type
216.0,40.0,22.5,103618,17.5,22.5,17.5,Flat
216.0,38.0,22.5,103618,15.5,22.5,15.5,Hip
33.0,33.0,30.0,110724,3.0,30.0,3.0,Gable
102.5,91.5,32.0,110943,59.5,32.0,59.5,Flat
39.0,39.0,34.5,108992,4.5,34.5,4.5,Gable
38.5,38.5,35.0,108992,3.5,35.0,3.5,Flat
34.0,33.0,30.5,110752,2.5,30.5,2.5,Flat
38.0,38.0,29.5,110723,8.5,29.5,8.5,Hip
89.0,49.0,29.5,110650,3.0,46.0,19.5,Gable
26.5,25.5,19.0,105722,6.5,19.0,6.5,Hip
92.0,28.5,12.5,102118,16.5,12.5,16.0,Flat
52.5,43.0,18.5,105939,24.5,18.5,24.5,Flat
60.5,54.5,15.5,102121,39.0,15.5,39.0,Flat
170.5,23.5,11.0,102115,12.5,11.0,12.5,Flat
34.0,26.0,13.5,105392,12.5,13.5,12.5,Flat
78.0,72.5,17.0,105950,55.5,17.0,55.5,Flat
69.0,59.0,21.0,101155,38.0,21.0,38.0,Flat
69.0,63.5,21.0,101155,4.5,59.0,42.5,Hip
146.5,45.0,25.0,612820,20.0,25.0,20.0,Flat
117.0,34.5,22.0,111283,12.5,22.0,12.5,Flat
38.0,38.0,22.5,111282,15.5,22.5,15.5,Flat
24.5,24.5,15.5,105388,9.0,15.5,9.0,Flat
31.0,31.0,16.5,105860,14.5,16.5,14.5,Flat
38.0,34.0,15.0,592048,19.0,15.0,19.0,Flat
24.5,19.5,16.0,105384,3.5,16.0,3.5,Flat
112.0,31.0,24.5,20410,6.5,24.5,6.5,Flat
41.5,41.5,19.0,105862,22.5,19.0,22.5,Flat
58.5,34.5,17.5,105714,17.5,17.5,17.0,Flat
27.5,27.5,17.0,105715,11.0,17.0,10.5,Hip
27.5,27.5,17.0,105379,10.5,17.0,10.5,Hip
26.5,26.5,18.0,105721,9.0,18.0,8.5,Hip
82.5,23.5,18.5,105376,5.0,18.5,5.0,Flat
55.5,52.5,26.5,110103,25.5,26.5,26.0,Flat
40.0,40.0,28.0,110104,12.0,28.0,12.0,Gable
35.5,35.5,27.5,110105,4.0,31.5,8.0,Hip
106.5,28.5,20.0,106024,9.0,20.0,8.5,Flat
31.5,31.5,19.5,106429,12.0,19.5,12.0,Hip
29.5,29.5,22.0,106032,7.5,22.0,7.5,Hip
35.5,35.5,19.0,105374,17.0,19.0,16.5,Gable
66.5,29.5,19.5,105372,10.0,19.5,10.0,Flat
28.0,28.0,19.5,105373,8.5,19.5,8.5,Hip
26.5,26.5,19.5,105371,6.5,19.5,7.0,Hip
31.5,31.5,18.5,103298,13.0,18.5,13.0,Flat
23.5,23.5,17.0,500332,6.5,17.0,6.5,Flat
60.5,56.5,18.0,103302,38.5,18.0,38.5,Flat
32.0,32.0,16.0,105984,16.0,16.0,16.0,Flat
23.5,23.5,16.5,100155,7.0,16.5,7.0,Hip
32.0,29.0,16.0,105984,13.0,16.0,13.0,Flat
32.5,32.5,17.0,105986,15.0,17.0,15.5,Flat
29.5,29.5,18.5,105988,11.0,18.5,11.0,Gable
77.5,70.5,19.5,105989,51.0,19.5,51.0,Flat
32.0,32.0,18.5,104079,14.0,18.5,13.5,Hip
167.5,35.5,22.5,109313,12.5,22.5,13.0,Flat
35.5,35.5,22.0,109318,14.0,22.0,13.5,Hip
76.0,41.0,27.5,105490,13.5,27.5,13.5,Flat
62.0,62.0,27.0,105490,35.0,27.0,35.0,Flat
51.5,45.5,27.5,606640,3.0,43.0,18.0,Hip
44.5,36.0,10.5,110755,25.0,10.5,25.5,Gable
45.0,45.0,29.0,606673,2.5,42.5,16.0,Gable
44.0,37.0,33.5,108559,3.5,33.5,3.5,Hip
135.5,48.5,33.0,106368,15.5,33.0,15.5,Flat
51.0,51.0,28.0,105495,23.5,28.0,23.0,Flat
38.0,38.0,34.5,108562,3.5,34.5,3.5,Hip
45.0,39.5,27.0,105491,12.5,27.0,12.5,Flat
67.5,36.5,24.0,109388,12.5,24.0,12.5,Flat
67.5,51.0,24.0,109388,3.0,48.0,27.0,Gable
54.5,33.0,14.5,104018,18.5,14.5,18.5,Flat
39.5,39.5,9.0,104017,30.0,9.0,30.5,Flat
56.5,27.5,15.5,109417,12.0,15.5,12.0,Flat
44.5,25.0,17.5,102077,7.5,17.5,7.5,Flat
38.0,28.5,11.0,110754,17.5,11.0,17.5,Flat
38.0,34.0,11.0,110754,5.5,28.5,23.0,Hip
33.5,28.5,15.5,102148,13.0,15.5,13.0,Flat
20.0,20.0,11.0,109412,8.5,11.0,9.0,Flat
20.0,20.0,11.0,109411,9.0,11.0,9.0,Gable
25.5,25.5,14.0,101136,12.0,14.0,11.5,Flat
22.0,16.5,11.5,109403,5.0,11.5,5.0,Flat
22.0,19.5,11.5,109402,8.0,11.5,8.0,Gable
22.0,22.0,11.5,109402,10.5,11.5,10.5,Gable
37.5,19.0,12.5,101200,6.5,12.5,6.5,Flat
21.0,21.0,13.0,520598,8.0,13.5,8.0,Hip
58.0,52.0,12.5,30182,28.0,23.5,39.5,Hip
60.5,55.5,16.5,105962,39.0,16.5,39.0,Flat
26.0,26.0,11.0,109407,15.0,11.0,15.0,Flat
26.0,26.0,11.0,109406,15.0,11.0,15.0,Gable
46.0,26.5,14.0,109392,12.5,14.0,12.5,Flat
25.0,25.0,16.5,105696,8.5,16.5,8.5,Gable
33.0,33.0,16.0,109435,17.0,16.0,17.0,Gable
19.0,19.0,16.0,109436,3.0,16.0,3.0,Flat
28.0,23.5,17.0,105693,6.5,17.0,6.5,Flat
29.0,28.0,16.5,105694,10.5,17.5,11.5,Hip
32.0,30.0,13.0,109397,17.0,13.0,17.0,Flat
19.0,19.0,13.5,109396,5.5,13.5,5.5,Flat
21.0,17.5,13.0,520595,4.5,13.0,4.5,Flat
22.5,22.0,15.0,101783,6.0,15.5,7.0,Flat
44.0,23.5,4.5,104010,19.5,4.5,19.0,Flat
25.0,25.0,5.5,104011,19.5,5.5,19.5,Flat
39.0,32.0,5.0,103944,27.0,5.0,27.0,Flat
31.5,31.5,5.0,103943,26.5,5.0,26.5,Hip
34.5,34.5,6.5,103941,28.0,6.5,28.0,Gable
53.0,15.5,7.5,104013,7.5,7.5,8.0,Flat
18.0,15.0,7.5,109257,7.5,7.5,7.5,Flat
41.5,35.5,5.5,101788,30.5,5.5,30.0,Flat
36.0,30.5,7.0,103963,23.0,7.0,23.5,Flat
33.0,27.5,6.5,103940,21.0,6.5,21.0,Flat
39.0,34.0,6.0,103939,28.0,6.0,28.0,Flat
45.5,42.5,7.0,103964,35.5,7.0,35.5,Flat
45.0,39.0,9.5,109266,29.5,9.5,29.5,Flat
37.0,19.0,9.5,101140,9.5,9.5,9.5,Flat
24.0,24.0,11.0,109278,13.0,11.0,13.0,Hip
45.0,43.5,11.0,109281,33.0,11.0,32.5,Flat
24.0,24.0,11.0,109280,13.0,11.0,13.0,Hip
20.5,20.5,11.0,109276,9.5,11.0,9.5,Hip
36.5,23.0,11.0,101196,11.5,11.5,12.0,Flat
47.0,31.0,10.0,101195,20.0,11.0,21.0,Gable
22.5,20.0,14.0,109297,5.5,14.0,6.0,Flat
35.5,22.0,11.0,101197,10.5,11.0,11.0,Flat
17.0,17.0,11.0,109283,5.5,11.0,6.0,Flat
64.0,18.5,11.5,109284,7.0,11.5,7.0,Flat
26.5,23.5,11.5,109286,12.0,11.5,12.0,Flat
19.5,19.5,11.5,109287,8.0,11.5,8.0,Hip
30.5,28.0,12.0,109288,15.5,12.0,16.0,Flat
44.0,39.5,10.0,105875,3.5,36.5,29.5,Hip
52.5,35.5,9.5,105698,26.0,9.5,26.0,Flat
52.5,43.0,9.5,105698,3.0,40.0,33.5,Gable
22.5,18.0,15.0,109300,3.0,15.0,3.0,Gable
60.5,53.5,12.5,109289,41.0,12.5,41.0,Flat
24.5,24.5,13.0,109292,11.0,13.0,11.5,Gable
30.0,27.0,18.5,109309,7.5,19.5,8.5,Hip
25.5,22.0,18.5,532171,3.5,19.0,3.5,Flat
36.0,36.0,17.5,109303,18.5,17.5,18.5,Flat
28.5,28.5,16.0,109302,12.0,16.0,12.5,Hip
50.5,47.5,16.5,102598,31.0,16.5,31.0,Flat
15.5,15.5,12.0,103309,3.5,12.0,3.5,Gable
20.0,15.5,11.0,103309,4.0,11.5,4.5,Flat
20.0,15.5,11.0,103310,4.0,11.5,4.5,Flat
20.0,20.0,11.0,103310,8.5,11.0,9.0,Hip
15.5,15.5,11.5,103309,4.0,11.5,4.0,Flat
23.5,23.5,18.5,110746,5.0,18.5,5.0,Gable
34.0,34.0,15.0,102597,19.0,15.0,19.0,Gable
25.5,25.5,17.0,106010,8.5,17.0,8.5,Hip
29.5,29.5,13.5,106012,16.5,13.5,16.0,Hip
22.0,22.0,14.0,105747,8.0,14.0,8.0,Flat
76.0,62.0,21.0,109311,41.0,21.0,41.0,Flat
22.0,22.0,18.5,109310,4.0,18.5,3.5,Flat
21.5,17.0,2.0,104823,15.0,2.0,15.0,Flat
19.0,19.0,1.5,105399,17.5,1.5,17.5,Hip
13.5,13.5,1.5,105400,12.0,1.5,12.0,Hip
79.5,16.0,3.0,103999,13.0,3.0,13.0,Flat
93.0,93.0,4.0,110091,1.5,91.5,89.0,Gable
254.0,13.5,5.0,705128,8.5,5.0,8.5,Flat
136.5,30.5,13.5,102101,17.5,13.5,17.0,Flat
57.0,57.0,8.0,110151,7.5,49.5,49.0,Gable
15.5,15.5,6.5,109438,9.0,6.5,9.0,Gable
16.0,16.0,3.0,104001,13.0,3.0,13.0,Flat
52.0,52.0,6.5,106438,1.5,50.5,45.5,Gable
18.0,14.5,6.5,103954,8.0,6.5,8.0,Flat
46.0,35.0,12.0,102097,23.0,12.0,23.0,Flat
63.0,57.0,15.0,102123,42.0,15.0,42.0,Flat
51.5,46.5,19.0,110149,4.0,42.5,27.5,Flat
27.0,24.5,16.5,100727,7.0,17.5,8.0,Gable
89.0,20.0,15.0,102124,5.0,15.0,5.0,Flat
61.0,51.0,16.0,102126,35.0,16.0,35.0,Flat
27.0,23.5,16.5,100727,7.0,16.5,7.0,Hip
26.0,26.0,18.5,105936,8.0,18.5,7.5,Flat
25.0,24.5,18.0,105932,6.5,18.0,6.5,Flat
26.0,26.0,18.0,105933,8.5,18.0,8.0,Flat
26.0,26.0,18.5,105935,8.0,18.5,7.5,Flat
26.0,26.0,18.5,105936,8.0,18.5,7.5,Hip
65.0,45.5,20.0,108069,25.5,20.0,25.5,Flat
60.5,56.5,17.5,105954,39.0,17.5,39.0,Flat
51.0,45.5,23.5,110146,22.0,23.5,22.0,Flat
112.5,40.0,24.0,101154,16.0,24.0,16.0,Flat
76.0,67.5,22.0,108071,45.0,22.0,45.5,Flat
75.0,67.5,22.5,108072,45.0,22.5,45.0,Flat
73.0,64.5,23.0,108073,41.5,23.0,41.5,Flat
36.0,36.0,26.0,105853,10.0,26.0,10.0,Hip
40.5,40.5,25.0,101179,15.5,25.0,15.5,Flat
74.5,45.0,28.0,101177,17.0,28.0,17.0,Flat
73.0,67.0,27.5,105855,39.5,27.5,39.5,Flat
80.5,70.0,27.5,110145,42.5,27.5,42.5,Flat
33.0,29.0,23.5,108075,6.0,23.5,5.5,Flat
42.5,41.0,27.5,110143,6.0,35.0,13.5,Hip
42.5,42.0,27.5,110143,7.0,35.0,14.5,Hip
62.5,57.5,26.0,105866,31.5,26.0,31.5,Flat
39.0,36.5,26.5,105865,10.0,26.5,10.0,Flat
41.0,41.0,25.5,105867,15.5,25.5,15.5,Hip
31.5,31.5,22.5,108077,9.0,22.5,9.0,Flat
44.0,44.0,23.5,105709,20.5,23.5,20.5,Flat
37.5,37.5,22.5,108078,15.0,22.5,15.0,Gable
39.0,37.5,24.0,105734,2.0,35.0,13.5,Hip
63.0,63.0,24.0,105733,3.5,59.5,39.0,Gable
41.0,35.0,26.5,558107,9.0,26.5,8.5,Flat
41.0,37.5,26.5,558107,2.0,35.0,11.0,Hip
34.5,34.5,28.5,110758,6.0,28.5,6.0,Hip
55.0,55.0,24.5,105457,4.5,50.5,30.5,Hip
135.5,32.5,22.5,105456,10.0,22.5,10.0,Flat
57.5,55.5,3.0,104003,52.5,3.0,52.5,Flat
27.5,27.5,5.0,103949,22.5,5.0,22.5,Flat
49.5,44.0,2.5,104004,41.5,2.5,41.5,Flat
28.0,28.0,2.5,104005,25.0,2.5,25.5,Flat
47.0,26.5,4.0,103947,22.5,4.0,22.5,Flat
15.0,15.0,4.5,103911,10.0,4.5,10.5,Flat
32.5,27.5,3.5,104008,24.5,3.5,24.0,Flat
30.0,30.0,5.0,103170,25.0,5.0,25.0,Flat
69.0,64.0,6.0,108113,58.0,6.0,58.0,Flat
25.5,25.5,5.0,103173,20.0,5.0,20.5,Flat
36.0,25.0,5.0,110765,19.5,5.0,20.0,Flat
93.0,28.5,22.5,108104,6.0,22.5,6.0,Flat
39.0,30.5,21.5,108106,9.0,21.5,9.0,Flat
29.5,29.5,17.0,104653,12.5,17.0,12.5,Flat
42.0,39.0,18.5,105852,5.5,33.5,20.5,Gable
25.5,25.5,18.5,101183,7.5,18.5,7.0,Gable
34.5,34.5,18.5,101184,16.5,18.5,16.0,Hip
29.5,29.5,17.5,104651,12.5,17.5,12.0,Hip
72.0,63.0,22.0,108101,41.0,22.0,41.0,Flat
25.5,25.5,13.5,110728,11.5,13.5,12.0,Flat
25.5,25.5,14.0,110727,11.5,14.0,11.5,Gable
22.5,22.5,14.0,105846,9.0,14.0,8.5,Flat
29.5,26.0,15.0,105848,11.5,15.0,11.0,Flat
18.5,18.5,11.5,108818,7.0,11.5,7.0,Flat
23.5,23.5,12.0,108819,11.5,12.0,11.5,Hip
26.0,26.0,14.0,101189,12.0,14.0,12.0,Gable
21.0,21.0,11.5,103179,9.5,11.5,9.5,Flat
62.5,42.0,13.5,108111,28.5,13.5,28.5,Flat
29.0,29.0,17.5,515537,11.5,17.5,11.5,Gable
64.5,58.5,19.0,105707,39.5,19.0,39.5,Flat
26.0,26.0,17.0,104376,9.5,17.0,9.0,Gable
35.5,27.5,15.0,105871,12.5,15.0,12.5,Flat
25.0,23.5,16.5,105870,2.5,20.5,7.0,Gable
25.0,24.0,16.5,105870,3.5,20.5,7.5,Hip
24.0,24.0,16.0,104665,8.0,16.0,8.0,Flat
26.0,26.0,17.0,104666,9.0,17.0,9.0,Gable
28.5,26.5,16.0,106912,10.5,16.0,10.5,Flat
26.0,26.0,17.0,104668,9.0,17.0,9.0,Gable
32.0,21.0,14.0,105873,7.0,14.0,7.0,Flat
25.5,25.5,14.0,110727,11.5,14.0,11.5,Hip
23.5,23.5,12.0,105843,11.5,12.0,11.5,Hip
22.5,22.5,11.5,103184,11.0,11.5,11.0,Hip
22.5,22.5,11.5,103185,11.0,11.5,11.0,Hip
75.0,53.0,9.5,103187,43.5,9.5,43.5,Flat
21.5,15.5,13.5,105700,2.5,13.5,2.0,Flat
28.5,28.5,11.5,105699,16.5,11.5,17.0,Flat
22.0,17.5,10.5,103193,7.0,10.5,7.0,Flat
22.0,22.0,10.5,103195,11.5,10.5,11.5,Flat
81.0,42.0,21.0,108097,20.5,21.0,21.0,Flat
32.5,32.5,21.0,108095,11.5,21.0,11.5,Flat
44.0,44.0,21.0,108096,23.0,21.0,23.0,Hip
45.5,45.5,19.5,105736,26.0,19.5,26.0,Flat
45.5,41.5,19.5,105736,22.0,19.5,22.0,Hip
36.0,30.5,17.5,104661,13.0,17.5,13.0,Flat
35.0,21.0,15.5,104663,5.5,15.5,5.5,Flat
36.5,36.5,15.5,105740,21.0,15.5,21.0,Hip
21.0,17.5,13.0,106014,4.5,13.0,4.5,Gable
22.5,22.5,12.0,103202,10.5,12.0,10.5,Gable
24.5,24.5,12.0,103203,12.5,12.0,12.5,Gable
20.0,20.0,11.5,103200,8.5,11.5,8.5,Gable
21.5,21.5,12.5,103204,9.0,12.5,9.0,Flat
33.5,27.0,14.0,106045,13.0,14.0,13.0,Flat
21.0,20.0,12.5,103209,7.5,12.5,7.5,Flat
22.5,22.5,12.5,103211,10.0,12.5,10.0,Hip
27.0,27.0,13.0,103210,14.0,13.0,14.0,Hip
130.0,35.5,15.5,106041,20.0,15.5,20.0,Flat
32.5,32.5,18.0,104558,13.5,18.5,14.5,Pyramid
32.5,30.0,18.0,104558,12.0,18.0,12.0,Flat
26.0,26.0,17.5,106377,8.5,17.5,8.5,Gable
25.0,20.5,15.5,104554,4.0,16.0,5.0,Flat
26.0,26.0,17.5,104556,8.5,17.5,8.5,Gable
25.0,20.5,15.5,104554,4.5,16.0,5.0,Gable
28.5,28.5,20.5,108091,8.0,20.5,8.0,Flat
22.0,22.0,18.5,104562,3.5,18.5,3.5,Gable
69.5,65.5,15.5,105451,50.0,15.5,50.0,Flat
22.5,22.5,15.5,109253,7.5,15.5,7.0,Hip
37.5,35.0,14.0,103215,21.0,14.0,21.0,Flat
26.5,26.5,14.0,103211,12.5,14.0,12.5,Gable
19.5,19.5,2.5,103984,16.5,2.5,17.0,Gable
24.0,20.0,3.0,108972,17.0,3.0,17.0,Flat
28.5,26.5,2.0,105294,24.5,2.0,24.5,Flat
40.5,10.0,4.0,108971,6.0,4.0,6.0,Flat
24.0,20.5,3.0,108972,17.5,3.0,17.5,Hip
29.0,29.0,2.5,559405,26.5,2.5,26.5,Flat
17.0,15.5,2.0,103992,13.5,2.0,13.5,Gable
42.5,36.0,4.0,105296,32.0,4.0,32.0,Flat
39.5,16.5,8.0,606461,8.5,8.0,8.5,Flat
36.0,21.0,4.0,108970,17.5,4.0,17.0,Flat
32.0,32.0,3.0,108970,29.0,3.0,29.0,Flat
33.0,33.0,7.0,102114,2.0,31.0,26.0,Gable
232.0,50.0,9.5,102112,40.5,9.5,40.5,Flat
15.0,15.0,9.0,102111,6.0,9.0,6.0,Gable
26.0,23.5,9.5,105942,14.0,9.5,14.0,Flat
23.0,21.0,11.0,105941,10.5,11.0,10.0,Gable
23.5,17.5,12.5,101160,5.0,12.5,5.0,Hip
25.5,18.5,12.0,101162,6.0,12.0,6.5,Gable
98.5,23.5,14.5,101159,9.0,14.5,9.0,Flat
23.5,23.5,12.5,101160,10.5,12.5,11.0,Hip
52.5,18.0,12.5,101164,5.5,12.5,5.5,Gable
52.5,45.5,12.5,101164,15.0,31.0,33.0,Hip
32.0,32.0,10.5,101165,21.5,10.5,21.5,Hip
61.5,55.5,10.0,108966,0.5,55.0,45.5,Gable
32.0,29.0,12.5,558316,16.5,12.5,16.5,Flat
138.0,32.0,10.0,566659,22.0,10.0,22.0,Flat
26.5,26.5,17.0,105382,2.5,24.0,9.5,Hip
108.0,29.0,11.5,558316,17.5,11.5,17.5,Flat
35.0,34.0,13.5,101169,20.5,13.5,20.5,Hip
28.0,28.0,15.0,105303,13.0,15.0,13.0,Hip
24.0,24.0,15.0,105716,9.0,15.0,9.0,Hip
24.0,24.0,15.5,105381,8.5,15.5,8.5,Gable
21.0,17.0,11.0,110704,6.0,11.0,6.0,Flat
21.0,21.0,11.0,110704,9.5,11.0,10.0,Hip
41.0,38.0,12.0,110706,26.0,12.0,26.0,Flat
24.0,18.0,15.0,105716,2.5,15.5,3.0,Hip
24.5,24.5,14.0,105858,10.5,14.0,10.5,Flat
65.5,43.0,15.5,23248,27.0,15.5,27.5,Flat
29.0,29.0,15.5,105383,13.5,15.5,13.5,Gable
26.5,24.0,17.0,105382,7.0,17.0,7.0,Flat
47.0,47.0,16.5,108958,1.0,46.0,30.5,Hip
29.5,25.0,16.5,105720,8.5,16.5,8.5,Flat
163.0,41.0,15.5,106028,25.5,15.5,25.5,Flat
97.5,97.5,16.0,106029,6.0,91.5,81.5,Gable
25.5,25.5,16.5,576708,9.0,16.5,9.0,Hip
39.0,35.0,24.0,105734,11.5,24.0,11.0,Flat
40.0,33.5,21.0,105734,11.5,21.5,12.5,Flat
40.0,36.5,21.0,105734,15.5,21.0,15.5,Hip
69.0,69.0,26.5,110102,2.0,67.0,42.5,Flat
92.0,80.5,12.5,102118,4.0,77.0,68.0,Flat
92.0,85.0,12.5,102118,4.5,80.5,72.5,Flat
92.0,88.0,12.5,102118,3.0,85.0,75.5,Flat
77.5,31.5,13.5,102119,9.0,22.5,18.0,Flat
77.5,77.5,13.5,102119,46.0,31.5,64.0,Flat
52.5,49.5,18.5,105939,2.5,47.0,31.0,Flat
60.5,56.5,15.5,102121,1.5,54.5,41.0,Flat
60.5,59.0,15.5,102121,2.5,56.5,43.5,Flat
60.5,60.5,15.5,102121,1.5,59.0,45.0,Flat
170.5,44.5,11.0,102115,21.0,23.5,33.5,Flat
88.5,87.5,18.0,101157,6.5,81.0,69.5,Flat
136.5,136.5,22.5,101156,5.5,131.0,114.0,Flat
136.5,131.0,22.5,101156,98.0,33.0,108.5,Flat
117.0,114.5,22.0,111283,80.0,34.5,92.5,Flat
137.0,65.5,19.0,101173,4.5,61.0,46.5,Flat
217.5,217.5,18.5,101172,148.5,69.0,199.0,Flat
217.5,36.0,18.5,101172,4.0,32.0,17.5,Flat
38.0,38.0,15.0,592048,4.0,34.0,23.0,Flat
112.0,93.5,24.5,20410,62.5,31.0,69.0,Flat
112.0,100.5,24.5,20410,3.5,97.0,76.0,Flat
112.0,103.5,24.5,110099,3.0,100.5,79.0,Flat
112.0,104.0,24.5,110099,0.5,103.5,79.5,Flat
80.5,75.0,21.0,105713,2.0,73.0,54.0,Flat
58.5,58.5,17.5,105714,6.0,52.5,41.0,Flat
82.5,82.5,18.5,105376,3.5,79.0,64.0,Flat
62.0,55.5,22.5,105727,19.0,36.5,33.0,Flat
57.0,57.0,21.5,105726,4.5,52.5,35.5,Flat
55.5,55.5,26.5,110103,3.0,52.5,29.0,Flat
117.5,107.5,21.0,105460,4.5,103.5,86.5,Flat
71.0,61.0,22.0,105460,4.0,57.0,39.0,Flat
71.0,68.5,22.0,105460,4.0,64.5,46.5,Flat
71.0,71.0,22.0,105460,2.5,68.5,49.0,Flat
98.5,87.5,23.0,105459,3.5,84.0,64.5,Flat
98.5,98.5,23.0,105459,6.0,92.5,75.5,Flat
50.0,42.5,23.0,106031,3.5,39.0,19.5,Flat
23.0,23.0,17.0,104546,3.5,19.5,6.0,Flat
47.5,44.0,28.0,110019,2.5,41.5,16.0,Flat
27.5,27.5,20.0,104937,1.0,27.0,7.5,Flat
29.0,29.0,21.0,104936,2.0,27.0,8.0,Flat
33.0,30.0,23.0,104299,1.0,29.0,7.0,Flat
28.0,26.5,20.0,104937,3.5,23.0,6.5,Flat
29.0,27.5,18.0,560274,4.0,23.5,9.5,Flat
23.5,23.5,17.0,104865,2.5,21.0,6.5,Flat
36.0,28.0,18.0,109604,3.0,25.0,10.0,Flat
46.5,24.5,18.5,109604,1.5,23.0,6.0,Flat
46.5,42.5,18.5,109604,12.0,30.0,24.0,Flat
27.0,27.0,18.0,109613,2.0,24.5,9.0,Flat
185.0,46.0,16.5,100170,22.5,23.5,29.5,Flat
185.0,51.0,16.5,100170,5.0,46.0,34.5,Flat
190.0,190.0,19.5,624495,7.0,183.0,170.5,Flat
190.0,45.5,19.5,624495,5.0,40.5,26.0,Flat
190.0,183.0,19.5,624495,2.5,180.5,163.5,Flat
87.0,87.0,17.5,104102,54.5,32.5,69.5,Flat
235.0,229.0,17.0,103301,178.5,50.5,212.0,Flat
235.0,235.0,17.0,103301,6.0,229.0,218.0,Flat
175.0,160.0,20.5,604778,7.5,152.5,139.5,Flat
175.0,47.0,20.5,604779,4.0,43.0,26.5,Flat
175.0,48.0,20.5,587480,5.0,43.0,27.5,Flat
107.0,39.5,20.0,110747,2.5,37.0,19.5,Flat
42.0,35.0,14.0,103308,3.0,32.0,21.0,Flat
77.5,74.5,19.5,105989,4.0,70.5,55.0,Flat
111.5,107.5,18.0,104080,73.0,34.5,89.5,Flat
167.5,166.0,22.5,109313,7.5,158.5,143.5,Flat
124.0,124.0,19.0,500323,6.0,118.5,105.0,Flat
72.5,72.5,19.0,109318,3.0,69.0,53.5,Flat
63.0,63.0,42.0,109669,5.5,57.5,21.0,Flat
76.0,62.5,27.5,606648,3.0,59.5,35.0,Flat
76.0,68.5,27.5,606671,6.0,62.5,41.0,Flat
76.0,76.0,27.5,606648,7.5,68.5,48.5,Flat
46.5,46.5,23.0,542484,6.5,40.5,23.5,Flat
51.5,51.0,27.5,606646,0.5,50.5,23.5,Flat
51.5,48.0,27.5,606646,5.0,43.0,20.5,Flat
50.0,50.0,29.5,108556,4.0,46.0,20.5,Flat
143.0,143.0,27.0,105496,5.5,137.5,116.0,Flat
141.5,141.5,27.0,105495,75.0,66.5,114.5,Flat
62.0,57.0,33.5,108561,6.5,50.5,23.5,Flat
124.5,46.5,33.5,108562,2.5,44.0,13.0,Flat
124.5,49.5,33.5,108562,3.0,46.5,16.0,Flat
124.5,115.5,33.5,588604,18.0,97.5,82.0,Flat
124.5,63.5,33.5,588500,14.0,49.5,30.0,Flat
124.5,78.5,33.5,588500,5.5,72.5,45.0,Flat
135.5,126.0,33.0,106368,8.5,117.0,93.0,Flat
135.5,128.5,33.0,106368,2.5,126.0,95.5,Flat
54.0,54.0,32.5,106369,3.5,50.5,21.5,Flat
39.0,39.0,33.5,109679,2.0,37.5,5.5,Flat
93.5,52.0,32.0,103615,3.0,49.5,20.0,Flat
27.5,26.5,18.5,109638,1.5,25.0,8.0,Flat
27.5,25.0,18.5,109638,3.5,21.5,6.5,Flat
30.0,30.0,18.5,100371,2.5,27.0,11.5,Flat
30.5,30.0,18.0,100373,2.0,28.0,12.0,Flat
27.0,23.5,18.0,556740,2.5,21.5,5.5,Flat
36.5,35.0,28.0,111203,1.0,34.5,7.0,Flat
36.5,36.0,28.0,111203,1.0,35.0,8.0,Flat
46.5,36.0,29.0,110001,5.0,31.0,7.0,Flat
46.5,43.0,29.0,110001,3.5,39.5,14.0,Flat
52.0,52.0,28.0,109998,3.0,48.5,24.0,Flat
69.5,69.5,26.0,109995,3.0,66.5,43.5,Flat
93.5,68.5,22.5,109993,3.5,65.0,46.0,Flat
37.0,37.0,26.5,109995,3.0,33.5,10.5,Flat
67.0,60.0,30.0,102011,21.5,38.5,30.0,Flat
67.0,67.0,30.0,102011,7.0,60.0,37.0,Flat
42.0,38.0,32.0,107625,3.0,35.0,6.0,Flat
42.0,40.5,32.0,107625,2.0,38.5,8.5,Flat
63.0,41.0,31.5,622442,2.5,38.5,9.5,Flat
63.0,44.5,31.5,622442,2.0,42.5,13.0,Flat
63.0,54.0,31.5,102007,4.5,49.5,22.5,Flat
63.0,57.5,31.5,611569,3.5,54.0,26.0,Flat
63.0,62.5,31.5,611569,5.0,57.5,31.0,Flat
63.0,61.0,31.5,611569,4.0,57.5,29.5,Flat
63.0,46.0,31.5,622442,1.0,44.5,14.5,Flat
63.0,49.0,31.5,622442,4.5,44.5,17.5,Flat
58.0,57.0,33.5,102005,3.0,53.5,23.5,Flat
58.0,53.0,33.5,102005,3.5,49.5,19.5,Flat
58.0,53.0,33.5,102005,3.5,49.5,19.5,Flat
58.0,58.0,33.5,102005,3.5,54.5,24.5,Flat
45.0,36.0,24.0,594750,5.5,30.5,12.0,Flat
45.0,45.0,41.0,593694,4.0,41.0,4.0,Flat
49.0,40.5,20.0,593693,5.0,35.5,20.5,Flat
49.0,49.0,20.0,593693,2.5,46.5,29.0,Flat
56.0,52.5,27.5,109645,3.0,49.5,25.0,Flat
56.0,41.0,27.5,109645,3.0,38.0,13.5,Flat
56.0,52.5,27.5,109645,3.5,49.0,25.0,Flat
56.0,56.0,27.5,109645,3.5,52.5,28.5,Flat
51.0,45.5,23.0,595153,18.0,27.5,22.5,Flat
51.0,42.5,23.0,593695,6.5,35.5,19.5,Flat
